Url,Title,ProductName,Price,StockStatus,ImageUrl,Site,RetrievedAt
https://www.trendyol.com/moda-armanc/bej-dik-yakali-cepli-kadin-pelus-mont-p-883609193,"moda armanc Bej Dik Yakalı Cepli Kadın Peluş Mont - Fiyatı, Yorumları",moda armanc Bej Dik Yakalı Cepli Kadın Peluş Mont,2.099 TL,Bilinmiyor,https://cdn.dsmcdn.com/ty1763/prod/QC_ENRICHMENT/20250923/13/47482522-5115-39f6-b467-f4bdb4191fee/1_org_zoom.jpg,Trendyol,10/21/2025 10:34:21 +00:00
https://www.trendyol.com/embeauty/besleyici-onarici-keratin-botoks-etkili-yogun-sac-bakim-maskesi-500-ml-p-871223550,"Embeauty Besleyici Onarıcı Keratin Botoks Etkili Yoğun Saç Bakım Maskesi 500 ml - Fiyatı, Yorumları",Embeauty Besleyici Onarıcı Keratin Botoks Etkili Yoğun Saç Bakım Maskesi 500 ml,"479,90 TL",Bilinmiyor,https://cdn.dsmcdn.com/ty1629/product/media/images/prod/PIM/20250128/20/e72e86c6-7b7b-4a44-a3d1-4dd1445ae70b/1_org_zoom.jpg,Trendyol,10/21/2025 10:34:22 +00:00
https://www.trendyol.com/beinsteps/cocuk-bebek-ayakkabi-rahat-ortopedik-nefes-alir-mavi-turuncu-cocuk-isikli-spor-ayakkabi-p-917555655?merchantId=112931&boutiqueId=61,"Beınsteps Çocuk Bebek Ayakkabı Rahat Ortopedik Nefes Alır Mavi Turuncu Çocuk Işıklı Spor Ayakkabı - Fiyatı, Yorumları",Beınsteps Çocuk Bebek Ayakkabı Rahat Ortopedik Nefes Alır Mavi Turuncu Çocuk Işıklı Spor Ayakkabı,"419,90 TL",Sepete EkleSon 2 Ürün,https://cdn.dsmcdn.com/ty1673/prod/QC/20250505/14/f8ea263f-2ccb-36d8-989e-9e0c226d7d6c/1_org_zoom.jpg,Trendyol,10/21/2025 10:34:22 +00:00
https://www.trendyol.com/huawei/watch-gt-6-46-mm-siyah-p-987942130?merchantId=104683&boutiqueId=61,"Huawei Watch GT 6 46 MM - Siyah - Fiyatı, Yorumları",Huawei Watch GT 6 46 MM - Siyah,Son 30 Günün En Düşük Fiyatı!10.499 TL8.929 TL,Bilinmiyor,https://cdn.dsmcdn.com/ty1744/product/media/images/prod/PIM/20250916/20/6c990fce-0bbe-4196-be5a-a6e1346258e9/1_org_zoom.jpg,Trendyol,10/21/2025 10:34:22 +00:00
https://www.trendyol.com/stop-forte/leke-cikarici-p-795882353?merchantId=984916&boutiqueId=61,"STOP Forte Leke Çıkarıcı - Fiyatı, Yorumları",STOP Forte Leke Çıkarıcı,130 TL,Bilinmiyor,https://cdn.dsmcdn.com/ty1643/prod/QC/20250221/11/b844331b-6ce9-3a3e-9160-b29c7e1d9cf2/1_org_zoom.jpg,Trendyol,10/21/2025 10:34:23 +00:00
https://www.trendyol.com/combine-michail/erkek-fermuarli-kislik-bol-haki-polar-ceket-p-982065229?boutiqueId=61&merchantId=165925,"COMBİNE MİCHAİL Erkek Fermuarlı Kışlık Bol Haki Polar Ceket - Fiyatı, Yorumları",COMBİNE MİCHAİL Erkek Fermuarlı Kışlık Bol Haki Polar Ceket,Sepette,Bilinmiyor,https://cdn.dsmcdn.com/ty1740/prod/QC_PREP/20250903/14/b193d8f0-7771-3934-bbda-a5b54cf9e358/1_org_zoom.jpg,Trendyol,10/21/2025 10:34:25 +00:00
